,Real Label,Predict Label
0,3,3
1,3,3
2,11,11
3,11,11
4,11,11
5,11,11
6,4,4
7,5,5
8,9,8
9,5,9
10,11,11
11,8,8
12,9,9
13,8,8
14,8,8
15,5,5
16,8,8
17,8,8
18,4,4
19,5,5
20,4,4
21,9,9
22,5,5
23,2,2
24,5,5
25,9,9
26,2,2
27,2,2
28,2,2
29,4,4
30,2,2
31,2,2
32,3,3
33,3,3
34,11,11
35,6,6
36,11,11
37,11,11
38,11,11
39,9,9
40,11,11
41,8,8
42,11,11
43,11,11
44,7,7
45,1,1
46,2,2
47,0,0
48,11,11
49,9,9
50,7,7
51,8,5
52,0,0
53,7,7
54,0,0
55,9,9
56,7,7
57,5,5
58,5,5
59,5,5
60,5,5
61,2,2
62,2,2
63,3,3
64,3,3
65,3,3
66,3,3
67,3,3
68,3,3
69,3,3
70,9,9
71,11,11
72,4,4
73,9,9
74,11,11
75,3,3
76,0,0
77,0,0
78,8,8
79,4,4
80,8,8
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,2,2
89,0,0
90,5,5
91,4,4
92,4,4
93,2,2
94,2,2
95,2,2
96,3,3
97,3,3
98,3,3
99,3,3
100,11,11
101,11,11
102,11,11
103,8,8
104,11,11
105,7,7
106,9,9
107,8,8
108,2,2
109,9,9
110,11,11
111,8,8
112,8,8
113,8,8
114,0,5
115,9,9
116,4,4
117,4,4
118,4,4
119,4,4
120,7,7
121,4,4
122,5,5
123,2,2
124,4,4
125,2,2
126,2,2
127,2,2
128,5,5
129,4,4
130,11,11
131,11,11
132,6,6
133,11,11
134,7,7
135,1,1
136,1,1
137,4,4
138,4,8
139,8,8
140,8,8
141,8,8
142,5,5
143,8,8
144,8,8
145,8,8
146,12,12
147,7,7
148,8,8
149,0,0
150,3,3
151,0,0
152,4,4
153,4,4
154,9,9
155,9,9
156,9,9
157,7,7
158,2,2
159,2,2
160,3,3
161,3,3
162,3,3
163,3,3
164,3,3
165,11,11
166,9,9
167,11,11
168,8,8
169,8,8
170,7,7
171,0,0
172,8,8
173,3,3
174,5,5
175,11,8
176,0,0
177,4,4
178,0,0
179,5,5
180,4,4
181,2,2
182,4,4
