,Real Label,Predict Label
0,3,3
1,3,3
2,6,6
3,6,6
4,3,3
5,9,9
6,11,11
7,11,11
8,11,11
9,8,8
10,11,11
11,7,7
12,1,1
13,11,11
14,7,7
15,8,8
16,4,4
17,8,8
18,0,0
19,8,8
20,9,9
21,8,8
22,8,8
23,0,0
24,0,0
25,0,0
26,4,4
27,7,7
28,2,2
29,9,3
30,2,2
31,5,5
32,3,3
33,11,11
34,3,3
35,3,3
36,9,9
37,7,7
38,11,11
39,9,9
40,6,6
41,9,9
42,11,11
43,8,8
44,4,4
45,7,7
46,5,5
47,8,8
48,0,0
49,7,7
50,5,5
51,0,0
52,0,0
53,2,2
54,9,9
55,3,3
56,4,4
57,5,5
58,4,4
59,5,5
60,4,4
61,3,3
62,2,2
63,9,9
64,3,3
65,3,3
66,4,4
67,3,3
68,11,11
69,2,2
70,8,8
71,11,11
72,8,8
73,8,8
74,4,4
75,8,8
76,8,8
77,8,8
78,0,0
79,8,8
80,0,0
81,0,0
82,0,0
83,2,2
84,9,9
85,9,9
86,4,4
87,5,5
88,5,5
89,11,11
90,5,5
91,5,5
92,9,3
93,9,9
94,4,4
95,2,2
96,3,3
97,3,3
98,3,3
99,3,3
100,11,11
101,11,11
102,11,11
103,6,6
104,5,5
105,9,9
106,5,5
107,8,8
108,8,8
109,8,8
110,5,5
111,5,5
112,2,2
113,11,11
114,0,0
115,5,9
116,0,0
117,5,5
118,4,4
119,8,5
120,2,2
121,7,7
122,9,9
123,5,5
124,10,10
125,2,2
126,4,4
127,2,2
128,3,3
129,3,3
130,3,3
131,3,3
132,3,3
133,3,3
134,6,6
135,11,11
136,11,11
137,7,7
138,11,11
139,7,7
140,9,9
141,9,9
142,11,11
143,5,5
144,1,1
145,4,4
146,5,5
147,11,11
148,0,0
149,0,0
150,4,4
151,7,7
152,7,7
153,7,7
154,4,4
155,4,4
156,4,4
157,9,9
158,4,4
159,4,4
160,3,3
161,3,3
162,11,11
163,7,7
164,11,11
165,8,8
166,9,9
167,8,8
168,7,7
169,9,8
170,11,11
171,8,8
172,8,8
173,8,8
174,7,7
175,0,0
176,7,7
177,0,0
178,9,9
179,9,9
180,11,11
181,5,5
182,9,9
