,Real Label,Predict Label
0,3,3
1,3,3
2,6,6
3,11,11
4,7,7
5,11,11
6,6,6
7,9,9
8,11,11
9,11,11
10,5,5
11,3,3
12,8,8
13,9,9
14,8,8
15,7,7
16,12,12
17,8,8
18,8,8
19,7,7
20,8,8
21,0,0
22,0,0
23,0,0
24,0,0
25,4,4
26,4,4
27,2,2
28,5,5
29,9,9
30,4,4
31,2,2
32,3,3
33,3,3
34,3,3
35,3,3
36,11,11
37,9,9
38,9,9
39,11,11
40,8,8
41,6,6
42,11,11
43,5,5
44,8,8
45,0,0
46,8,8
47,8,8
48,0,0
49,0,0
50,10,10
51,4,4
52,4,4
53,4,4
54,2,2
55,2,2
56,4,4
57,5,5
58,2,2
59,2,2
60,2,2
61,2,2
62,2,2
63,8,8
64,9,9
65,11,11
66,11,11
67,11,11
68,5,5
69,5,5
70,8,8
71,8,8
72,9,9
73,8,8
74,5,5
75,8,8
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,8,8
82,9,9
83,4,4
84,2,2
85,9,9
86,4,4
87,5,5
88,9,9
89,5,5
90,9,9
91,4,4
92,2,2
93,11,11
94,2,2
95,2,2
96,3,3
97,6,6
98,11,11
99,11,11
100,11,11
101,9,9
102,5,5
103,9,9
104,7,7
105,1,1
106,1,1
107,0,0
108,5,5
109,8,8
110,0,0
111,8,8
112,5,5
113,0,0
114,0,0
115,0,0
116,0,0
117,2,2
118,7,7
119,4,4
120,9,9
121,5,5
122,7,7
123,9,9
124,5,5
125,11,11
126,11,11
127,4,4
128,8,8
129,11,11
130,9,9
131,11,11
132,11,11
133,11,11
134,8,8
135,5,5
136,7,7
137,8,4
138,8,8
139,8,8
140,7,7
141,0,0
142,0,0
143,0,0
144,2,2
145,2,2
146,5,5
147,4,4
148,0,0
149,9,9
150,9,9
151,4,4
152,2,2
153,5,5
154,7,7
155,2,2
156,2,2
157,2,2
158,4,4
159,5,5
160,6,6
161,3,3
162,3,3
163,6,6
164,11,11
165,11,11
166,9,9
167,5,5
168,1,1
169,4,4
170,8,8
171,7,7
172,5,5
173,4,4
174,0,0
175,0,0
176,4,4
177,0,0
178,5,5
179,2,2
180,0,0
181,4,4
182,5,5
