,Real Label,Predict Label
0,3,3
1,3,3
2,3,3
3,3,3
4,3,3
5,3,3
6,11,11
7,5,6
8,9,9
9,9,9
10,9,9
11,11,11
12,8,8
13,9,9
14,9,9
15,0,0
16,0,0
17,7,7
18,4,4
19,4,4
20,7,7
21,2,2
22,9,9
23,7,7
24,4,4
25,2,2
26,5,5
27,2,2
28,2,2
29,2,2
30,2,2
31,2,2
32,3,3
33,3,3
34,3,3
35,6,6
36,11,11
37,6,6
38,5,5
39,3,3
40,9,9
41,9,9
42,5,8
43,4,4
44,7,7
45,0,0
46,8,8
47,0,0
48,0,0
49,8,8
50,0,0
51,0,0
52,6,6
53,9,9
54,2,2
55,5,5
56,2,2
57,9,9
58,9,9
59,2,2
60,2,2
61,2,2
62,4,4
63,3,2
64,6,6
65,3,3
66,6,6
67,3,3
68,3,3
69,11,11
70,8,8
71,3,3
72,7,7
73,7,7
74,4,4
75,8,8
76,9,9
77,8,8
78,0,0
79,8,8
80,11,11
81,8,8
82,8,8
83,11,5
84,11,11
85,8,8
86,0,0
87,8,8
88,0,0
89,9,9
90,9,9
91,4,4
92,7,7
93,2,2
94,5,5
95,2,2
96,3,3
97,3,3
98,11,11
99,9,9
100,9,9
101,6,6
102,9,9
103,11,11
104,5,5
105,4,4
106,4,4
107,5,5
108,8,8
109,11,11
110,0,0
111,0,0
112,0,0
113,8,8
114,7,7
115,5,5
116,8,8
117,5,5
118,3,4
119,7,7
120,4,4
121,4,4
122,5,5
123,2,2
124,2,2
125,2,2
126,9,9
127,5,5
128,7,7
129,11,11
130,9,9
131,9,9
132,9,9
133,8,8
134,1,1
135,7,7
136,1,1
137,9,9
138,8,8
139,5,8
140,0,0
141,9,9
142,4,4
143,5,5
144,7,7
145,2,2
146,5,5
147,7,7
148,5,5
149,2,2
150,4,4
151,9,9
152,4,4
153,3,3
154,5,5
155,9,9
156,2,2
157,2,2
158,2,2
159,9,2
160,3,3
161,3,3
162,3,3
163,9,9
164,6,6
165,11,11
166,9,9
167,3,3
168,9,9
169,7,7
170,8,8
171,4,4
172,7,7
173,2,2
174,11,11
175,0,0
176,12,12
177,0,0
178,0,0
179,4,4
180,5,5
181,7,7
182,2,2
