,Real Label,Predict Label
0,5,5
1,8,8
2,11,11
3,5,5
4,9,9
5,7,7
6,4,4
7,7,7
8,8,8
9,5,5
10,8,8
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,11,11
17,4,5
18,5,5
19,4,4
20,8,8
21,9,9
22,7,7
23,4,4
24,7,7
25,5,5
26,2,2
27,2,2
28,2,2
29,2,2
30,5,5
31,4,4
32,3,3
33,3,3
34,8,8
35,11,11
36,4,4
37,8,3
38,11,11
39,6,6
40,7,7
41,7,7
42,9,9
43,9,9
44,5,5
45,8,8
46,5,5
47,8,8
48,0,0
49,9,9
50,0,0
51,5,5
52,4,4
53,4,4
54,9,9
55,9,9
56,7,7
57,5,5
58,9,9
59,4,4
60,4,4
61,2,2
62,2,2
63,2,5
64,3,3
65,6,6
66,8,8
67,11,11
68,11,11
69,11,11
70,11,11
71,9,9
72,8,8
73,8,8
74,9,9
75,8,8
76,8,8
77,9,9
78,0,0
79,8,8
80,0,0
81,0,0
82,4,4
83,4,4
84,9,9
85,9,9
86,4,4
87,4,4
88,4,4
89,4,4
90,2,2
91,7,7
92,3,3
93,2,2
94,2,2
95,2,2
96,3,3
97,3,3
98,3,3
99,3,3
100,3,3
101,3,3
102,3,3
103,4,4
104,11,11
105,7,7
106,6,6
107,9,9
108,0,0
109,0,0
110,0,0
111,0,0
112,7,7
113,8,8
114,5,5
115,7,7
116,5,5
117,10,10
118,5,5
119,9,9
120,9,9
121,9,9
122,4,4
123,4,4
124,9,9
125,5,5
126,7,7
127,2,2
128,3,3
129,3,3
130,7,7
131,3,3
132,11,11
133,5,5
134,11,11
135,11,11
136,11,11
137,11,11
138,9,9
139,11,11
140,11,11
141,7,7
142,8,8
143,7,7
144,9,9
145,8,8
146,3,3
147,0,0
148,0,0
149,0,0
150,7,7
151,4,4
152,0,0
153,9,9
154,9,9
155,4,4
156,7,7
157,3,3
158,4,4
159,2,2
160,3,3
161,3,3
162,3,3
163,11,11
164,9,9
165,8,8
166,9,9
167,7,7
168,8,8
169,8,8
170,11,11
171,4,8
172,8,8
173,5,5
174,7,7
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,8,8
182,8,8
183,5,5
184,2,2
185,9,9
186,2,2
187,5,5
188,4,4
189,2,2
190,4,4
191,2,2
192,3,3
193,5,5
194,6,6
195,8,8
196,11,11
197,11,11
198,3,3
199,11,11
200,11,11
201,9,9
202,1,1
203,7,7
204,3,3
205,7,7
206,8,8
207,8,8
208,7,7
209,8,8
210,11,11
211,0,0
212,0,0
213,0,0
214,0,0
215,9,9
216,0,5
217,11,11
218,5,5
219,4,4
220,4,4
221,5,5
222,2,2
223,2,2
224,3,3
225,3,3
226,3,3
227,11,11
228,6,6
229,9,9
230,11,11
231,6,6
232,6,6
233,11,11
234,3,3
235,8,8
236,5,5
237,8,8
238,4,4
239,0,0
240,8,8
241,5,5
242,0,0
243,4,4
244,4,4
245,4,4
246,9,9
247,5,5
248,5,5
249,5,5
250,5,5
251,7,7
252,2,2
253,2,2
254,5,5
255,3,3
256,3,3
257,3,3
258,3,3
259,9,9
260,11,11
261,7,7
262,8,8
263,8,8
264,8,8
265,4,4
266,8,8
267,8,8
268,8,8
269,0,0
270,0,0
271,0,0
272,0,0
273,0,5
274,0,0
275,0,0
276,0,0
277,9,9
278,10,10
279,9,9
280,4,4
281,5,5
282,2,2
283,2,2
284,2,2
285,2,2
286,2,2
287,3,3
288,3,3
289,3,3
290,6,6
291,11,11
292,9,9
293,7,7
294,11,11
295,9,9
296,7,7
297,7,7
298,9,9
299,7,7
300,7,7
301,1,1
302,7,7
303,8,8
304,0,0
305,0,0
306,7,7
307,4,4
308,4,4
309,9,9
310,0,0
311,4,4
312,9,9
313,7,7
314,2,2
315,4,4
316,7,7
317,2,2
318,2,2
319,2,2
320,3,3
321,3,3
322,11,11
323,6,6
324,11,11
325,11,11
326,11,11
327,11,11
328,11,11
329,9,9
330,1,1
331,8,8
332,4,5
333,0,0
334,5,5
335,0,0
336,7,7
337,0,0
338,4,8
339,9,9
340,9,9
341,7,7
342,2,2
343,2,2
344,4,4
345,2,2
346,4,4
347,7,7
348,2,2
349,2,2
350,2,2
351,4,4
352,3,3
353,3,3
354,3,3
355,3,3
356,3,3
357,11,11
358,9,9
359,8,8
360,11,11
361,7,7
362,6,6
363,7,7
364,8,8
365,7,7
366,0,0
367,1,1
368,5,5
369,0,0
370,0,0
371,8,8
372,9,9
373,7,7
374,0,0
375,9,9
376,11,11
377,4,4
378,5,4
379,4,4
380,5,5
381,2,2
382,3,3
383,2,2
384,3,3
385,3,3
386,3,3
387,3,3
388,3,3
389,6,6
390,11,11
391,11,11
392,9,9
393,11,11
394,9,9
395,3,3
396,7,7
397,5,5
398,8,8
399,8,8
400,0,0
401,0,0
402,0,0
403,9,9
404,5,5
405,9,9
406,2,2
407,9,9
408,7,7
409,7,7
410,2,2
411,4,4
412,8,5
413,4,4
414,9,9
415,9,9
416,3,3
417,3,3
418,3,3
419,6,6
420,6,6
421,11,11
422,11,11
423,11,11
424,9,9
425,8,8
426,4,5
427,5,5
428,8,8
429,8,8
430,8,8
431,4,4
432,8,8
433,7,7
434,0,0
435,0,0
436,9,9
437,4,4
438,4,4
439,2,2
440,2,2
441,4,4
442,2,2
443,4,4
444,2,2
445,2,2
446,4,4
447,3,9
448,3,3
449,3,3
450,3,3
451,3,3
452,6,6
453,11,11
454,11,11
455,11,11
456,11,11
457,7,7
458,5,5
459,9,9
460,7,7
461,7,7
462,1,1
463,7,7
464,0,0
465,8,8
466,5,5
467,9,9
468,0,0
469,7,7
470,9,9
471,0,0
472,8,4
473,9,9
474,9,9
475,7,7
476,5,5
477,4,4
478,11,11
479,2,2
480,3,3
481,3,3
482,6,6
483,3,3
484,11,11
485,9,9
486,8,8
487,4,4
488,9,9
489,7,7
490,8,8
491,11,11
492,5,5
493,8,8
494,5,5
495,7,7
496,11,11
497,0,0
498,8,8
499,0,0
500,8,8
501,5,5
502,9,9
503,4,4
504,5,5
505,4,4
506,7,7
507,7,7
508,4,4
509,5,5
510,2,2
511,2,2
512,3,3
513,3,3
514,11,11
515,3,3
516,9,9
517,3,3
518,9,9
519,7,7
520,8,8
521,8,8
522,8,8
523,9,9
524,8,8
525,5,5
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,10,10
533,4,4
534,4,4
535,2,2
536,5,5
537,9,9
538,2,2
539,4,4
540,7,7
541,4,4
542,2,2
543,4,4
544,3,3
545,3,3
546,3,3
547,11,11
548,5,5
549,11,11
550,11,11
551,4,4
552,11,11
553,11,11
554,11,11
555,0,0
556,8,8
557,9,9
558,8,8
559,10,10
560,8,8
561,0,0
562,9,9
563,7,7
564,0,0
565,0,0
566,8,8
567,9,9
568,4,4
569,9,9
570,7,7
571,4,4
572,4,4
573,7,7
574,2,2
575,4,4
576,3,3
577,8,8
578,11,11
579,11,11
580,11,11
581,9,9
582,5,5
583,8,8
584,8,8
585,8,8
586,8,8
587,8,8
588,8,8
589,8,8
590,5,5
591,4,4
592,8,8
593,2,2
594,8,8
595,0,0
596,0,0
597,2,2
598,7,7
599,9,9
600,5,5
601,2,2
602,2,2
603,2,2
604,2,2
605,5,5
606,3,3
607,3,3
608,3,3
609,3,3
610,3,3
611,6,6
612,11,11
613,11,11
614,11,11
615,5,5
616,9,9
617,9,9
618,7,7
619,7,7
620,7,7
621,5,5
622,11,11
623,5,8
624,8,8
625,0,0
626,5,5
627,11,11
628,0,0
629,0,0
630,4,4
631,0,0
632,9,9
633,9,9
634,7,7
635,9,9
636,7,7
637,5,5
638,2,2
639,3,3
640,3,3
641,3,3
642,3,3
643,3,3
644,3,3
645,6,6
646,6,6
647,11,11
648,8,8
649,1,1
650,1,1
651,7,7
652,8,8
653,0,0
654,9,9
655,0,0
656,0,0
657,0,0
658,7,7
659,0,0
660,0,0
661,5,5
662,4,4
663,5,5
664,8,8
665,7,7
666,11,11
667,7,7
668,5,5
669,2,2
670,2,2
671,4,4
672,3,3
673,3,3
674,11,11
675,11,11
676,11,11
677,11,11
678,11,11
679,4,4
680,9,9
681,3,3
682,3,3
683,9,9
684,5,5
685,8,8
686,5,5
687,0,0
688,8,8
689,8,8
690,0,0
691,0,0
692,9,9
693,4,4
694,9,9
695,5,9
696,5,5
697,4,4
698,2,2
699,2,2
700,2,2
701,2,2
702,4,5
703,9,9
704,3,3
705,11,11
706,5,5
707,11,11
708,9,9
709,11,11
710,11,11
711,9,9
712,4,8
713,8,8
714,8,8
715,12,12
716,8,8
717,8,8
718,8,8
719,0,0
720,9,9
721,0,0
722,5,5
723,8,8
724,4,4
725,9,9
726,4,4
727,7,7
728,7,7
729,5,5
730,2,2
731,2,2
732,2,2
733,2,2
734,2,2
735,8,8
736,3,3
737,6,6
738,8,8
739,11,11
740,11,11
741,7,7
742,11,11
743,8,8
744,8,8
745,12,12
746,9,9
747,7,7
748,9,9
749,0,0
750,8,8
751,0,0
752,0,0
753,0,0
754,5,5
755,5,5
756,0,0
757,4,4
758,9,9
759,4,4
760,4,4
761,7,7
762,7,7
763,5,5
764,4,4
765,11,11
766,4,4
767,2,2
768,3,3
769,6,6
770,11,11
771,3,3
772,11,11
773,5,5
774,11,11
775,11,11
776,11,11
777,9,9
778,11,11
779,11,11
780,11,11
781,8,8
782,8,8
783,3,3
784,8,8
785,8,8
786,4,4
787,0,0
788,7,7
789,0,0
790,4,4
791,4,4
792,5,5
793,4,4
794,2,2
795,4,4
796,2,2
797,11,11
798,2,2
799,5,5
800,3,3
801,3,3
802,11,11
803,11,11
804,7,7
805,11,11
806,11,11
807,11,11
808,11,11
809,8,8
810,8,8
811,8,8
812,3,3
813,0,0
814,8,8
815,0,0
816,9,9
817,5,5
818,10,10
819,5,5
820,10,10
821,9,9
822,4,4
823,5,5
824,4,4
825,7,7
826,4,4
827,2,2
828,2,2
829,2,2
830,3,3
831,4,4
832,6,6
833,3,3
834,11,11
835,9,9
836,5,5
837,11,11
838,7,7
839,5,5
840,9,9
841,2,2
842,8,8
843,7,7
844,0,0
845,8,8
846,2,2
847,11,11
848,5,5
849,7,7
850,1,1
851,0,0
852,9,9
853,0,0
854,0,0
855,4,4
856,7,7
857,2,2
858,9,9
859,7,7
860,4,4
861,2,2
862,4,4
863,8,3
864,3,3
865,3,3
866,11,11
867,9,9
868,9,9
869,5,5
870,8,8
871,9,9
872,7,7
873,8,8
874,5,5
875,8,8
876,0,0
877,0,0
878,9,9
879,0,0
880,0,0
881,7,7
882,7,7
883,9,9
884,5,5
885,2,2
886,7,7
887,5,5
888,7,7
889,4,4
890,4,4
891,2,2
892,2,2
893,11,11
894,2,2
895,3,3
896,3,3
897,3,3
898,3,3
899,6,6
900,11,11
901,11,11
902,6,6
903,9,9
904,11,11
905,3,3
906,8,8
907,8,8
908,8,8
909,5,5
910,0,0
911,8,8
912,0,0
913,7,7
914,0,0
915,4,4
916,9,9
917,5,5
918,11,11
919,7,7
920,9,9
921,4,4
922,7,7
923,2,2
924,2,2
925,4,4
926,9,9
927,3,3
928,6,3
929,3,3
930,11,11
931,11,11
932,9,9
933,9,9
934,11,11
935,8,8
936,7,7
937,4,4
938,8,8
939,7,7
940,0,0
941,9,9
942,9,9
943,8,8
944,0,0
945,0,0
946,10,10
947,4,4
948,5,9
949,5,5
950,8,5
951,4,4
952,4,4
953,2,2
954,9,9
955,9,9
956,2,2
957,2,2
958,2,2
959,3,3
960,4,4
961,6,6
962,11,11
963,11,11
964,9,9
965,11,11
966,5,5
967,3,3
968,9,9
969,8,8
970,7,7
971,9,9
972,1,1
973,7,7
974,7,7
975,0,0
976,8,8
977,0,0
978,0,0
979,5,5
980,9,9
981,0,0
982,5,5
983,9,9
984,5,5
985,2,2
986,5,5
987,4,4
988,7,7
989,2,2
990,2,2
991,2,2
992,3,3
993,3,3
994,11,11
995,9,9
996,6,6
997,5,5
998,8,8
999,8,8
1000,8,8
1001,8,8
1002,4,4
1003,5,4
1004,8,8
1005,8,8
1006,0,0
1007,0,0
1008,0,0
1009,9,9
1010,10,10
1011,4,4
1012,4,4
1013,12,12
1014,9,9
1015,2,9
1016,4,4
1017,4,4
1018,2,2
1019,2,2
1020,5,5
1021,4,4
1022,5,5
1023,3,3
1024,3,3
1025,3,3
1026,3,3
1027,3,3
1028,3,3
1029,7,7
1030,9,9
1031,6,6
1032,3,3
1033,7,7
1034,7,7
1035,3,3
1036,8,8
1037,6,6
1038,4,4
1039,9,9
1040,7,7
1041,5,5
1042,8,8
1043,0,0
1044,0,0
1045,9,9
1046,2,2
1047,9,9
1048,4,4
1049,4,4
1050,2,2
1051,2,2
1052,2,2
1053,2,2
1054,2,2
1055,2,2
1056,3,3
1057,3,3
1058,3,3
1059,3,3
1060,6,6
1061,11,11
1062,11,11
1063,9,9
1064,9,9
1065,1,1
1066,4,4
1067,7,7
1068,8,8
1069,7,7
1070,11,11
1071,5,5
1072,9,9
1073,0,0
1074,5,5
1075,0,0
1076,10,10
1077,5,5
1078,11,11
1079,0,7
1080,4,4
1081,5,5
1082,7,7
1083,5,5
1084,2,2
1085,7,7
1086,2,2
1087,2,2
1088,11,11
1089,11,11
1090,11,11
1091,5,5
1092,11,11
1093,5,5
1094,5,5
1095,8,8
1096,8,8
1097,5,5
1098,8,8
1099,8,8
1100,5,5
1101,8,8
1102,4,4
1103,7,7
1104,8,8
1105,5,5
1106,5,5
1107,0,0
1108,0,0
1109,0,0
1110,7,7
1111,2,2
1112,4,4
1113,9,9
1114,9,9
1115,7,7
1116,8,5
1117,2,2
1118,2,2
1119,2,2
1120,6,6
1121,3,3
1122,3,3
1123,3,3
1124,11,11
1125,11,11
1126,11,11
1127,7,7
1128,11,11
1129,3,3
1130,11,11
1131,9,9
1132,9,9
1133,11,11
1134,9,9
1135,3,3
1136,9,9
1137,1,1
1138,8,8
1139,9,9
1140,0,0
1141,7,7
1142,0,0
1143,9,9
1144,4,4
1145,5,5
1146,0,0
1147,4,4
1148,2,2
1149,2,2
1150,2,2
1151,2,2
1152,3,3
1153,3,3
1154,3,3
1155,3,3
1156,3,3
1157,3,3
1158,6,6
1159,11,11
1160,9,9
1161,3,3
1162,9,9
1163,9,9
1164,7,7
1165,8,8
1166,4,4
1167,7,7
1168,8,8
1169,0,0
1170,0,0
1171,0,0
1172,5,5
1173,9,9
1174,4,4
1175,9,9
1176,9,9
1177,5,5
1178,7,7
1179,3,3
1180,2,2
1181,2,2
1182,2,2
1183,9,9
1184,3,3
1185,11,11
1186,3,3
1187,11,11
1188,7,7
1189,7,7
1190,11,11
1191,11,11
1192,5,5
1193,8,8
1194,4,4
1195,4,4
1196,0,0
1197,8,8
1198,5,5
1199,9,9
1200,0,0
1201,8,5
1202,4,4
1203,10,10
1204,9,9
1205,4,4
1206,4,4
1207,4,4
1208,4,4
1209,5,5
1210,2,2
1211,2,2
1212,2,2
1213,2,2
1214,2,2
1215,4,4
1216,3,3
1217,3,3
1218,3,3
1219,11,11
1220,6,6
1221,8,8
1222,9,9
1223,7,7
1224,3,3
1225,8,8
1226,8,8
1227,8,8
1228,8,8
1229,0,0
1230,0,0
1231,5,5
1232,0,0
1233,9,9
1234,0,0
1235,0,0
1236,4,4
1237,5,5
1238,7,8
1239,4,4
1240,5,5
1241,4,4
1242,4,4
1243,7,7
1244,4,4
1245,2,2
1246,4,4
1247,3,5
1248,3,3
1249,3,3
1250,6,6
1251,11,11
1252,11,11
1253,11,11
1254,11,11
1255,7,7
1256,7,7
1257,8,8
1258,1,1
1259,7,7
1260,8,8
1261,5,5
1262,12,12
1263,5,5
1264,11,11
1265,0,0
1266,0,0
1267,0,0
1268,0,5
1269,5,5
1270,4,4
1271,9,9
1272,5,5
1273,4,4
1274,2,2
1275,9,9
