,Real Label,Predict Label
0,3,3
1,3,3
2,7,7
3,11,11
4,11,11
5,7,7
6,9,9
7,7,7
8,11,11
9,5,5
10,9,9
11,7,7
12,8,8
13,9,5
14,8,8
15,5,5
16,0,0
17,0,0
18,7,7
19,0,0
20,11,11
21,0,0
22,0,0
23,8,8
24,4,4
25,5,5
26,7,7
27,9,9
28,7,7
29,2,2
30,4,4
31,8,8
32,3,3
33,3,3
34,3,3
35,6,6
36,11,11
37,11,11
38,11,11
39,7,7
40,11,3
41,8,8
42,8,8
43,8,8
44,5,5
45,8,8
46,8,8
47,3,3
48,0,0
49,0,0
50,0,0
51,5,5
52,0,0
53,0,0
54,0,0
55,5,5
56,9,9
57,4,4
58,9,9
59,4,4
60,4,4
61,4,4
62,3,3
63,2,2
64,3,3
65,6,6
66,6,6
67,3,3
68,7,7
69,11,3
70,4,4
71,4,4
72,8,8
73,7,7
74,8,8
75,0,0
76,8,8
77,7,7
78,5,5
79,8,8
80,8,8
81,4,4
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,2,2
89,4,4
90,4,5
91,9,9
92,9,9
93,4,4
94,5,5
95,2,2
96,3,3
97,3,3
98,3,3
99,3,3
100,11,11
101,11,11
102,11,11
103,4,4
104,3,3
105,9,9
106,8,9
107,9,9
108,8,8
109,8,8
110,5,5
111,11,11
112,8,8
113,11,5
114,7,7
115,0,0
116,0,0
117,0,0
118,4,4
119,9,9
120,0,0
121,4,4
122,2,2
123,4,4
124,9,9
125,4,4
126,2,2
127,2,2
128,3,3
129,3,3
130,6,6
131,6,6
132,6,6
133,9,9
134,6,6
135,9,9
136,1,1
137,8,8
138,4,4
139,8,8
140,8,8
141,9,9
142,0,0
143,0,0
144,5,5
145,5,5
146,0,0
147,0,0
148,0,0
149,0,0
150,9,9
151,5,5
152,9,9
153,7,7
154,4,4
155,5,5
156,9,9
157,5,5
158,2,2
159,5,5
160,3,3
161,6,6
162,11,11
163,11,11
164,11,11
165,11,11
166,11,11
167,6,6
168,9,9
169,11,11
170,11,11
171,5,5
172,8,8
173,8,8
174,8,8
175,8,8
176,8,8
177,8,8
178,8,8
179,8,8
180,0,0
181,9,9
182,4,4
