,Real Label,Predict Label
0,3,3
1,3,3
2,3,3
3,3,3
4,3,3
5,3,3
6,3,3
7,6,6
8,8,8
9,7,7
10,9,9
11,11,11
12,11,11
13,7,7
14,9,9
15,7,7
16,7,7
17,9,9
18,2,2
19,8,8
20,8,8
21,5,5
22,0,0
23,0,0
24,5,5
25,5,5
26,4,4
27,9,9
28,5,5
29,4,4
30,2,2
31,5,5
32,6,6
33,6,6
34,8,8
35,8,8
36,8,8
37,1,1
38,9,9
39,1,1
40,8,8
41,11,11
42,5,5
43,0,0
44,0,0
45,9,9
46,8,8
47,7,7
48,0,0
49,10,10
50,9,9
51,7,7
52,4,4
53,4,4
54,2,2
55,5,5
56,5,5
57,2,2
58,7,7
59,5,5
60,2,2
61,7,7
62,2,2
63,2,2
64,3,3
65,3,3
66,3,3
67,3,3
68,9,9
69,11,11
70,7,7
71,11,11
72,6,6
73,11,11
74,5,5
75,9,9
76,8,8
77,8,8
78,8,8
79,11,11
80,8,8
81,5,5
82,5,5
83,0,0
84,0,5
85,0,0
86,0,0
87,0,0
88,2,2
89,4,4
90,2,2
91,5,5
92,2,2
93,5,5
94,2,2
95,2,2
96,3,3
97,9,9
98,11,11
99,6,6
100,3,3
101,9,9
102,9,9
103,11,11
104,11,11
105,9,9
106,12,12
107,8,8
108,4,4
109,11,11
110,11,11
111,0,0
112,0,0
113,0,0
114,8,8
115,9,9
116,0,0
117,5,5
118,4,4
119,7,7
120,9,9
121,4,4
122,2,2
123,2,2
124,9,9
125,7,7
126,2,2
127,2,2
128,3,3
129,3,3
130,3,3
131,11,11
132,11,11
133,11,11
134,6,6
135,7,7
136,7,7
137,8,8
138,7,7
139,8,8
140,4,4
141,4,4
142,0,0
143,8,8
144,8,8
145,9,9
146,0,0
147,5,5
148,9,9
149,5,5
150,4,4
151,2,2
152,4,4
153,3,3
154,4,4
155,2,2
156,2,2
157,2,2
158,2,2
159,3,3
160,3,3
161,11,11
162,6,6
163,3,3
164,4,4
165,9,9
166,8,8
167,11,11
168,8,8
169,9,9
170,5,5
171,4,4
172,7,7
173,8,8
174,8,8
175,7,7
176,8,8
177,8,5
178,5,5
179,0,0
180,0,0
181,1,1
182,9,9
