,Real Label,Predict Label
0,3,3
1,3,3
2,6,6
3,6,6
4,11,11
5,3,3
6,7,7
7,11,11
8,11,11
9,11,11
10,9,9
11,3,3
12,3,3
13,5,5
14,8,8
15,8,8
16,8,8
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,10,10
23,5,4
24,5,5
25,4,4
26,4,4
27,4,4
28,5,5
29,9,9
30,5,5
31,4,4
32,11,11
33,11,11
34,9,9
35,6,6
36,9,9
37,9,9
38,7,7
39,9,9
40,7,7
41,8,8
42,8,8
43,2,2
44,8,8
45,8,8
46,0,0
47,2,2
48,0,0
49,9,9
50,7,7
51,8,8
52,9,9
53,4,4
54,5,5
55,2,2
56,4,4
57,7,7
58,5,5
59,2,2
60,5,5
61,2,2
62,5,5
63,2,2
64,3,3
65,3,3
66,3,3
67,6,6
68,11,11
69,8,8
70,9,9
71,8,8
72,4,4
73,0,0
74,1,1
75,7,7
76,8,8
77,8,8
78,7,7
79,11,11
80,0,0
81,0,0
82,0,0
83,10,10
84,9,9
85,4,4
86,7,7
87,9,9
88,5,5
89,4,4
90,4,4
91,7,7
92,7,7
93,2,2
94,3,3
95,3,3
96,3,3
97,3,3
98,11,11
99,7,7
100,5,5
101,7,7
102,11,11
103,11,11
104,8,8
105,11,11
106,9,9
107,11,11
108,7,7
109,8,8
110,5,5
111,8,8
112,4,4
113,3,3
114,8,8
115,0,0
116,7,7
117,0,0
118,0,0
119,0,0
120,0,0
121,9,9
122,4,4
123,4,4
124,2,2
125,2,2
126,2,2
127,4,4
128,3,3
129,6,6
130,6,6
131,9,9
132,9,9
133,5,11
134,8,8
135,1,1
136,0,0
137,8,8
138,8,8
139,0,0
140,8,8
141,8,8
142,0,0
143,8,8
144,0,0
145,0,0
146,0,0
147,0,0
148,9,9
149,9,9
150,5,5
151,5,5
152,11,11
153,4,4
154,8,5
155,4,4
156,7,7
157,2,2
158,2,2
159,8,9
160,3,3
161,3,3
162,11,11
163,11,11
164,11,11
165,9,9
166,9,9
167,5,5
168,8,1
169,3,3
170,1,1
171,0,0
172,11,11
173,8,8
174,8,8
175,8,8
176,0,0
177,2,2
178,0,0
179,0,0
180,2,2
181,0,0
182,7,7
